"",trial,block,last_reward_time,reward_time,next_reward_time,time_in_port,IRI_prior,IRI_post,recent_reward_rate,recent_reward_rate_exp,local_reward_rate_1sec,DA_amp
260,43.0,0.8,1065.859038,1066.059279,1066.359195,0.439849,0.200241,0.299915,0.600000,0.333333,1.0,1.468546
261,43.0,0.8,1066.059279,1066.359195,1066.659272,0.739765,0.299915,0.300077,0.633333,0.366667,2.0,1.969718
262,43.0,0.8,1066.359195,1066.659272,1066.859349,1.039842,0.300077,0.200077,0.666667,0.400000,3.0,1.142005
263,43.0,0.8,1066.659272,1066.859349,1067.159418,1.239919,0.200077,0.300070,0.700000,0.433333,3.0,2.153023
264,43.0,0.8,1066.859349,1067.159418,1068.159677,1.539988,0.300070,1.000259,0.733333,0.466667,3.0,1.773666
265,43.0,0.8,1067.159418,1068.159677,1068.459744,2.540247,1.000259,0.300067,0.766667,0.500000,0.0,4.269420
266,43.0,0.8,1068.159677,1068.459744,1070.160221,2.840314,0.300067,1.700477,0.800000,0.533333,1.0,2.860846
267,43.0,0.8,1068.459744,1070.160221,1073.161039,4.540791,1.700477,3.000818,0.766667,0.566667,0.0,2.749958
268,43.0,0.8,1070.160221,1073.161039,1074.861544,7.541609,3.000818,1.700505,0.733333,0.600000,0.0,4.903006
269,43.0,0.8,1073.161039,1074.861544,1075.761794,9.242114,1.700505,0.900251,0.766667,0.633333,0.0,5.482439
270,43.0,0.8,1074.861544,1075.761794,1076.962143,10.142365,0.900251,1.200349,0.700000,0.566667,1.0,4.448628
271,43.0,0.8,1075.761794,1076.962143,1079.262783,11.342713,1.200349,2.300640,0.666667,0.533333,0.0,2.742442
272,43.0,0.8,1076.962143,1079.262783,NaN,13.643353,2.300640,NaN,0.700000,0.566667,0.0,2.318014
273,44.0,0.8,1087.924929,1090.913248,1091.413383,0.701104,2.988319,0.500135,0.666667,0.466667,0.0,2.436159
274,44.0,0.8,1090.913248,1091.413383,1094.214165,1.201239,0.500135,2.800782,0.666667,0.500000,1.0,2.197186
275,44.0,0.8,1091.413383,1094.214165,1095.014405,4.002022,2.800782,0.800240,0.666667,0.533333,0.0,3.849710
276,44.0,0.8,1094.214165,1095.014405,1095.514533,4.802261,0.800240,0.500128,0.700000,0.566667,1.0,3.470125
277,44.0,0.8,1095.014405,1095.514533,1096.014669,5.302390,0.500128,0.500136,0.733333,0.600000,1.0,2.118436
278,44.0,0.8,1095.514533,1096.014669,1096.914920,5.802526,0.500136,0.900251,0.733333,0.600000,1.0,2.585803
279,44.0,0.8,1096.014669,1096.914920,NaN,6.702777,0.900251,NaN,0.633333,0.500000,1.0,3.530943
